,SAVSNET_consult_id,SAVSNET MPC,Consult_date,Species,All_Chemicals,Chemical,chemical,Disease,disease,vaccines,vacc,simple_chem,Simple_chem,year,month
2614,504785,other_healthy,08-03-2015 09:25,cat,,,,,,,,,,2015,March
4295,3490073,other_healthy,14-08-2017 15:21,cat,['Thyroxine'],['Thyroxine'],['Thyroxine'],,,,,['Thyroxine'],['Thyroxine'],2017,August
1452,6512914,trauma,08-09-2019 09:00,dog,,,,,,,,,,2019,September
4219,100381,other_unwell,07-03-2014 16:53,cat,,,,,,,,,,2014,March
1250,6444402,other_healthy,26-07-2019 16:50,dog,,,,['infection'],['infection'],,,,,2019,July
2822,5021606,vaccination,09-07-2018 17:06,dog,,,,['Cough'],['Cough'],['Kennel cough vaccine'],kc,,,2018,July
1910,5214542,vaccination,17-10-2018 18:20,cat,,,,['Feline leukemia virus'],['Feline leukemia virus'],['Feline leukemia virus vaccine'],felv,,,2018,October
1591,4304585,vaccination,15-03-2018 09:53,dog,,,,,,['Nobivaclepto4'],l4,,,2018,March
1002,5423420,vaccination,12-01-2018 09:14,dog,['Nobivaclepto4'],['Nobivaclepto4'],"['fine', 'Nobivaclepto4']",['Cough'],['Cough'],"['Nobivaclepto4', 'Kennel cough vaccine']",l4 kc,,,2018,January
2156,1339060,other_healthy,17-03-2016 09:59,dog,,,,,,,,,,2016,March
1713,487937,vaccination,21-07-2015 17:15,cat,,,,,,,,,,2015,July
319,2740213,vaccination,02-01-2017 09:30,cat,,,,,,,,,,2017,January
1051,5692001,vaccination,02-05-2019 16:41,dog,,,,,,,,,,2019,May
1492,969891,vaccination,22-12-2015 11:07,dog,,,,,,['Nobivaclepto4'],l4,,,2015,December
1150,4093475,gastroenteric,01-12-2018 09:14,dog,['Intranasal 2 week'],,,,,,,['Intranasal 2 week'],['Intranasal 2 week'],2018,December
2239,5287732,other_healthy,11-02-2018 09:26,dog,,,,,,,,,,2018,February
2597,5452719,vaccination,12-07-2018 15:28,dog,['DHP/Lepto 2 A118B01/A420A02'],['DHP/Lepto 2 A118B01/A420A02'],['DHP/Lepto 2 A118B01/A420A02'],,,,,,,2018,July
1306,3599221,vaccination,09-09-2017 10:16,dog,,,,['Cough'],['Cough'],['Kennel cough vaccine'],kc,,,2017,September
1855,2339539,vaccination,22-10-2016 10:09,unknown,,,['fine'],,,,,,,2016,October
300,3500862,vaccination,16-08-2017 16:01,dog,,,,,,,,,,2017,August
1243,1609152,vaccination,16-05-2016 18:11,dog,,,,,,,,,,2016,May
219,6404853,other_healthy,18-07-2019 18:24,dog,,,,['Cough'],['Cough'],"['Nobivaclepto4', 'Kennel cough vaccine']",l4 kc,,,2019,July
1302,9664,,24-03-2014 15:33,dog,,,,,,,,,,2014,March
2870,5807409,other_healthy,03-04-2019 10:36,dog,,,,,,,,,,2019,April
3790,4111784,other_healthy,17-01-2018 10:30,cat,,,,,,,,,,2018,January
1924,2876250,other_healthy,03-07-2017 15:00,dog,,,['AA'],,,,,,,2017,July
2628,6395659,other_healthy,17-07-2019 13:52,dog,,,,,,,,,,2019,July
3914,5369784,other_healthy,20-11-2018 09:58,cat,,,,,,,,,,2018,November
1572,3934081,vaccination,28-11-2017 18:15,dog,,,,,,,,,,2017,November
3512,1567394,post_op,05-06-2016 17:50,dog,,,,,,,,,,2016,June
63,3124949,other_healthy,05-12-2017 09:44,cat,,,,,,,,,,2017,December
1208,2121175,vaccination,09-05-2016 17:30,dog,,,,,,,,,,2016,May
3937,4920194,other_unwell,17-08-2018 17:29,dog,,,,,,,,,,2018,August
1145,5856655,vaccination,14-03-2019 15:27,dog,,,,,,,,,,2019,March
2489,1708919,vaccination,06-07-2016 17:03,dog,,,,,,,,,,2016,July
770,5166468,vaccination,10-08-2018 14:46,cat,,,,,['teeth'],,,,,2018,August
4101,6281124,trauma,24-06-2019 09:33,dog,,,,,['digit Right Fore Leg'],,,,,2019,June
963,409810,other_unwell,05-12-2015 17:15,rabbit,,,,,,,,,,2015,December
1829,5929583,vaccination,04-01-2019 17:13,dog,,,,['Cough'],['Cough'],['Kennel cough vaccine'],kc,,,2019,January
1205,4374456,vaccination,04-05-2018 16:33,dog,,,,,,,,,,2018,May
3340,2767643,other_unwell,02-07-2017 17:57,dog,,,,,,,,,,2017,July
525,6202081,other_unwell,06-05-2019 11:54,cat,['Intranasal 2 week'],,,,,,,['Intranasal 2 week'],['Intranasal 2 week'],2019,May
1169,2843006,other_unwell,27-02-2017 14:28,dog,,,,['conjunctivitis'],['conjunctivitis'],,,,,2017,February
3565,2518546,post_op,12-05-2016 09:24,dog,,,,,,,,,,2016,May
4105,261655,,26-11-2014 10:52,dog,,,['PU/PD/PP'],,,,,,,2014,November
3869,4010528,vaccination,18-12-2017 16:43,cat,,,,,,,,,,2017,December
920,351293,vaccination,24-02-2015 17:16,cat,,,,,,,,,,2015,February
2720,5329237,pruritus,11-10-2018 16:09,cat,['Intranasal 12 days'],,,,,,,['Intranasal 12 days'],['Intranasal 12 days'],2018,October
3972,3638292,post_op,19-09-2017 12:01,dog,,,['Put'],,,,,['Put'],,2017,September
3525,4292046,vaccination,03-10-2018 11:04,dog,,,,,,,,,,2018,October
2320,2441664,pruritus,15-11-2016 14:08,dog,,,,['Otitis Externa'],['Otitis Externa'],,,,,2016,November
1843,1807131,other_healthy,29-06-2016 09:21,dog,,,,['aloe'],['aloe'],,,,,2016,June
4071,3382226,vaccination,18-07-2017 15:49,dog,,,,,,,,,,2017,July
3541,3885973,other_healthy,16-11-2017 11:14,dog,,,['10-25KG'],,,,,,,2017,November
3184,175487,vaccination,09-03-2014 18:04,cat,,,,,,,,,,2014,March
2731,3782387,vaccination,23-10-2017 15:05,dog,['nobivacdhp'],['nobivacdhp'],['nobivacdhp'],,,"['Nobivacdhp', 'Nobivaclepto4']",dhp l4,,,2017,October
1296,2213084,other_healthy,26-09-2016 09:43,cat,,,,,,,,,,2016,September
3347,3751671,other_healthy,16-10-2017 12:12,cat,,,,,,,,,,2017,October
561,4506066,vaccination,15-05-2018 17:42,dog,['Nobivaclepto4'],['Nobivaclepto4'],['Nobivaclepto4'],['Cough'],['Cough'],"['Nobivaclepto4', 'Kennel cough vaccine']",l4 kc,,,2018,May
3266,3550785,post_op,29-08-2017 17:23,cat,,,,,,,,,,2017,August
2112,2362439,vaccination,27-10-2016 15:43,dog,,,,,,,,,,2016,October
2986,5757876,other_healthy,20-02-2019 12:02,unknown,,,,,,,,,,2019,February
2022,1152841,vaccination,02-04-2016 17:04,dog,,,,,,,,,,2016,April
4365,791249,vaccination,11-07-2015 09:07,dog,,,,,,,,,,2015,July
1776,605813,other_healthy,14-09-2015 16:14,cat,,,['nicely-'],,,,,,,2015,September
3503,6551889,other_healthy,16-08-2019 16:12,cat,,,,,,,,,,2019,August
1735,4128278,other_healthy,22-01-2018 10:12,dog,,,,,,,,,,2018,January
3132,3173534,other_healthy,25-05-2017 10:01,cat,,,,,,,,"['w/w', 'Intranasal 4 week']",,2017,May
2072,4213679,vaccination,14-02-2018 09:18,cat,,,,"[""Feline leukemia virus ''""]","[""Feline leukemia virus ''""]",['Feline leukemia virus vaccine'],felv,,,2018,February
409,1213032,post_op,18-02-2016 10:48,dog,,,,,,,,,,2016,February
1753,1313471,vaccination,03-11-2016 14:29,dog,['Nobivaclepto4'],['Nobivaclepto4'],['Nobivaclepto4'],['Cough'],['Cough'],"['Kennel cough vaccine', 'Nobivaclepto4']",kc l4,,,2016,November
1645,4631512,vaccination,20-06-2018 10:20,dog,['a312b01'],['a312b01'],['a312b01'],,,,,,,2018,June
4180,1013926,other_healthy,01-05-2016 15:06,cat,,,,,,,,,,2016,May
2747,2994156,post_op,04-06-2017 16:39,dog,,,,,,,,,,2017,June
2883,4504756,other_healthy,15-05-2018 14:58,dog,,,['3/8/18'],,,,,['iodotherapy 1ml given ('],,2018,May
506,1277733,vaccination,03-03-2016 17:30,dog,,,['nobivacdhp Nobivaclepto4 \xa0'],['Cough'],['Cough'],"['Nobivacdhp', 'Nobivaclepto4', 'Kennel cough vaccine']",dhp l4 kc,,,2016,March
988,1095209,vaccination,22-01-2016 17:16,cat,,,['fine'],,,,,,,2016,January
3707,3731872,vaccination,10-11-2017 09:50,dog,,,,,,,,,,2017,November
1059,2768389,post_op,02-08-2017 09:09,dog,,,,,['healer'],,,,,2017,August
4360,2662420,other_unwell,01-12-2017 09:27,unknown,,,,,,,,,,2017,December
3385,6592341,other_healthy,27-08-2019 11:22,dog,,,,,,,,,,2019,August
1574,4553534,other_healthy,30-05-2018 14:02,dog,,,,,,,,['Intranasal 4 week'],,2018,May
3014,487106,trauma,21-07-2015 11:17,dog,,,,,,,,,,2015,July
3677,1571154,vaccination,05-09-2016 09:16,cat,,,,['Club'],['Club'],,,,,2016,September
1203,5051044,vaccination,13-09-2018 17:57,dog,['tartar'],,['tartar'],,,,,['tartar'],['tartar'],2018,September
1462,165237,other_unwell,26-08-2014 17:41,cat,,,,['ataxic'],['ataxic'],,,['Intranasal 4 week'],,2014,August
1140,6113022,trauma,15-05-2019 18:17,dog,['Non-steroidal anti-inflammatory'],,,,,['Non-steroidal anti-inflammatory drug'],nsaid,['Non-steroidal anti-inflammatory'],['Non-steroidal anti-inflammatory'],2019,May
4122,608333,vaccination,15-09-2015 10:21,dog,,,,,,,,,,2015,September
2886,3263926,post_op,19-06-2017 12:04,cat,,,,['weight loss'],['weight loss'],,,,,2017,June
3796,3245779,vaccination,14-06-2017 09:16,cat,,,['fine'],,,,,,,2017,June
4231,158178,vaccination,19-08-2014 17:44,cat,,,,,,,,,,2014,August
3618,3592262,vaccination,09-07-2017 18:02,dog,,,,,,,,,,2017,July
2186,2446964,vaccination,16-11-2016 15:01,cat,,,,,,,,,,2016,November
4338,4048336,vaccination,30-12-2017 09:11,dog,['Nobivaclepto4'],['Nobivaclepto4'],['Nobivaclepto4'],['Cough'],['Cough'],"['Nobivaclepto4', 'Kennel cough vaccine']",l4 kc,,,2017,December
2262,2875426,post_op,03-07-2017 11:34,dog,,,,,,,,,,2017,July
114,1704072,vaccination,06-06-2016 18:11,rabbit,,,['Vaccine'],,,,,,,2016,June
350,4930548,post_op,20-08-2018 17:45,dog,,,,,['healer'],,,,,2018,August
4410,4713926,other_healthy,07-09-2018 10:41,cat,,,,,,,,,,2018,September
167,898115,vaccination,12-04-2015 10:09,dog,,,,,,,,,,2015,April
1388,5681603,vaccination,02-04-2019 08:45,dog,,,,,,['Nobivac'],nobivac,,,2019,April
3440,3080877,post_op,05-02-2017 09:22,dog,,,['phenol'],,,,,['phenol'],,2017,February
3061,4612181,other_healthy,14-06-2018 17:32,cat,,,['fine'],,,,,,,2018,June
3244,1381673,other_healthy,28-03-2016 11:37,cat,,,,,,,,,,2016,March
3434,4424162,other_healthy,20-04-2018 09:10,dog,,,,,,,,,,2018,April
3360,2904273,vaccination,14-03-2017 14:37,dog,,,,['Cough'],['Cough'],['Kennel cough vaccine'],kc,,,2017,March
2620,3214264,trauma,06-06-2017 10:02,cat,,,,,,,,,,2017,June
2499,4777655,vaccination,20-07-2018 15:08,dog,,,,,,,,,,2018,July
2538,56600,vaccination,27-05-2014 15:28,cat,,,,,,,,,,2014,May
1707,3006996,vaccination,04-10-2017 17:01,dog,,,,['Cough'],['Cough'],['Kennel cough vaccine'],kc,,,2017,October
4055,930671,vaccination,12-12-2015 11:28,rabbit,,,['fine'],,,,,,,2015,December
1592,3475617,vaccination,08-10-2017 10:51,dog,,,,,,,,,,2017,October
4073,617180,other_healthy,17-09-2015 15:17,dog,,,,,,,,,,2015,September
2542,4363470,vaccination,04-03-2018 12:12,cat,,,,,['carnassial infected'],['Nobivac ducat'],ducat,,,2018,March
4167,2710227,other_healthy,24-01-2017 14:25,dog,,,,,,,,,,2017,January
2346,1758361,other_healthy,17-06-2016 17:21,dog,,,,,,,,,,2016,June
3096,2313284,post_op,17-10-2016 14:52,cat,['Intranasal 1 week'],,,,,,,['Intranasal 1 week'],['Intranasal 1 week'],2016,October
691,3065065,vaccination,26-04-2017 15:43,dog,,,,,,,,,,2017,April
2140,5748916,vaccination,18-02-2019 17:14,dog,,,['fine'],,,,,,,2019,February
2358,4121897,vaccination,19-01-2018 12:17,dog,,,,['Cough'],['Cough'],['Kennel cough vaccine'],kc,,,2018,January
1396,1597624,other_unwell,13-05-2016 15:17,dog,,,['bilati conjunctivitis'],,,,,,,2016,May
1474,1926968,other_unwell,25-07-2016 11:28,rabbit,,,['Put'],,,,,['Put'],,2016,July
3393,2394789,post_op,11-03-2016 17:05,dog,,,,,,,,,,2016,March
2402,5560080,other_healthy,01-07-2019 16:52,dog,,,,['Club'],['Club'],,,,,2019,July
690,5625959,post_op,21-01-2019 15:32,dog,,,,,,,,,,2019,January
1440,132744,gastroenteric,30-07-2014 09:36,dog,,,,,,,,,,2014,July
1189,4939375,vaccination,22-08-2018 10:37,unknown,,,['trica'],['leukaemia'],['leukaemia'],['Nobivac tricat'],tricat,,,2018,August
3812,1823727,other_unwell,07-01-2016 18:01,cat,,,['gaine'],,,,,,,2016,January
1369,2240548,vaccination,30-09-2016 16:27,dog,,,,,,,,,,2016,September
2168,224256,post_op,17-10-2014 15:37,unknown,,,,['conjunctivitis'],['conjunctivitis'],,,,,2014,October
3165,5380299,other_healthy,22-11-2018 09:08,dog,,,,,,,,,,2018,November
4018,628719,vaccination,21-09-2015 18:16,dog,,,,,,['Nobivaclepto4'],l4,['Intranasal 4 week'],,2015,September
3526,4001129,vaccination,15-12-2017 13:24,dog,,,,,,['Nobivaclepto4'],l4,,,2017,December
2029,97977,vaccination,07-02-2014 09:56,dog,,,,['cough'],['cough'],,,,,2014,February
322,2150472,other_unwell,09-12-2016 10:33,dog,,,,,,,,,,2016,December
1715,4461821,trauma,05-01-2018 17:53,dog,,,,,['dropsy'],,,,,2018,January
2974,96878,other_unwell,07-01-2014 14:17,cat,,,,,,,,,,2014,January
474,3644929,vaccination,20-09-2017 16:30,dog,,,,,,,,,,2017,September
3477,4953299,other_healthy,24-08-2018 14:37,dog,,,,,,,,,,2018,August
2213,1556185,other_healthy,05-04-2016 18:01,dog,,,,,,,,,,2016,April
2408,2680926,post_op,17-01-2017 10:08,dog,,,,['stroke'],['stroke'],,,,,2017,January
3918,5750265,vaccination,19-02-2019 08:41,dog,,,,['Cough'],['Cough'],['Kennel cough vaccine'],kc,,,2019,February
2040,5620222,vaccination,19-01-2019 14:11,dog,['Nobivaclepto4'],['Nobivaclepto4'],['Nobivaclepto4'],,,['Nobivaclepto4'],l4,,,2019,January
715,6542890,other_healthy,15-08-2019 10:20,cat,,,,,,,,,,2019,August
98,3263007,pruritus,19-06-2017 10:18,dog,,,,['dermatitis'],['dermatitis'],,,,,2017,June
1479,167962,vaccination,28-08-2014 15:36,cat,,,,,,,,,,2014,August
902,1353196,other_unwell,21-03-2016 09:37,dog,,,,,,,,,,2016,March
2968,284835,vaccination,17-12-2014 11:30,dog,,,,,,,,,,2014,December
3283,5641894,other_healthy,24-01-2019 16:00,dog,,,['parale'],,,,,,,2019,January
3155,5609231,vaccination,17-01-2019 14:18,dog,,,,,,,,,,2019,January
2735,3005976,other_healthy,04-10-2017 15:23,unknown,,,,,,,,,,2017,October
1210,4298729,other_unwell,13-03-2018 10:16,cat,['Calcium'],['Calcium'],"['Calcium', 'Put']",,['collapse back end'],,,"[""Calcium n't"", 'Put']",,2018,March
539,5613225,other_unwell,18-01-2019 10:11,dog,['inj 0.2ml zycortal'],,,,,,,['inj 0.2ml zycortal'],['inj 0.2ml zycortal'],2019,January
70,152753,other_unwell,14-08-2014 17:56,dog,,,,"['Stenotic hairy canal', 'Otitis']","['Stenotic hairy canal', 'Otitis']",,,,,2014,August
2234,776418,post_op,11-03-2015 17:20,dog,,,,,,,,,,2015,March
1636,5579007,vaccination,01-10-2019 17:34,dog,['Nobivaclepto4'],['Nobivaclepto4'],['Nobivaclepto4'],['Cough'],['Cough'],"['Nobivaclepto4', 'Kennel cough vaccine']",l4 kc,['Intranasal 4 week'],,2019,October
3995,2964647,vaccination,30-03-2017 10:00,dog,,,,,,,,,,2017,March
372,2955186,other_healthy,28-03-2017 09:22,dog,,,,,,,,['Intranasal 4 week'],,2017,March
1242,535618,post_op,17-08-2015 18:12,dog,,,,,['healer'],['Rabies vaccine'],rv,,,2015,August
558,885386,vaccination,12-01-2015 16:03,dog,,,,,,,,,,2015,January
3671,3915323,vaccination,23-11-2017 17:38,dog,,,,,,['Nobivaclepto4'],l4,,,2017,November
3561,5876783,vaccination,19-03-2019 16:18,cat,,,,,,,,['abnormailities'],,2019,March
2753,4733876,vaccination,07-12-2018 11:08,cat,['tartar'],,,,,,,['tartar'],['tartar'],2018,December
682,5394563,vaccination,26-11-2018 09:12,dog,,,,['Cough'],['Cough'],['Kennel cough vaccine'],kc,,,2018,November
2000,1196033,vaccination,15-02-2016 10:50,rabbit,,,,,,,,['EDDU-all fine'],,2016,February
4116,1997686,vaccination,08-09-2016 09:07,dog,['nobivacdhp'],['nobivacdhp'],"['fine', 'nobivacdhp']",['Cough'],['Cough'],"['Nobivacdhp', 'Kennel cough vaccine']",dhp kc,,,2016,September
859,6518801,other_healthy,08-09-2019 17:44,dog,['Nobivaclepto4'],['Nobivaclepto4'],['Nobivaclepto4'],['incontinence'],['incontinence'],"['Nobivac', 'Nobivaclepto4']",nobivac l4,,,2019,September
3657,2266161,post_op,10-06-2016 15:02,dog,,,,,['healer'],,,,,2016,June
3895,2412901,vaccination,11-08-2016 11:50,dog,,,['A053A01'],,,['Nobivaclepto4'],l4,['Intranasal 4 week'],,2016,August
20,4011225,vaccination,18-12-2017 17:28,dog,"['nobivacdhp', 'Nobivaclepto4']","['nobivacdhp', 'Nobivaclepto4']","['nobivacdhp', 'Nobivaclepto4']",['Cough'],['Cough'],"['Nobivacdhp', 'Nobivaclepto4', 'Kennel cough vaccine']",dhp l4 kc,,,2017,December
852,6415420,other_healthy,22-07-2019 09:33,guinea pig,['Intranasal 1 month'],,,,,,,['Intranasal 1 month'],['Intranasal 1 month'],2019,July
832,4054624,other_healthy,01-02-2018 17:55,dog,,,,,,,,,,2018,February
555,4959505,vaccination,26-08-2018 11:01,dog,['Intranasal 7 days'],,,,,,,['Intranasal 7 days'],['Intranasal 7 days'],2018,August
1939,4772815,trauma,19-07-2018 17:28,dog,"[""Nonsteroidal antiinflammatory drugs . ''""]",,,,,,,"[""Nonsteroidal antiinflammatory drugs . ''""]","[""Nonsteroidal antiinflammatory drugs . ''""]",2018,July
1095,2529705,vaccination,12-07-2016 09:46,dog,,,,,,,,,,2016,July
1209,971503,other_healthy,22-12-2015 15:30,dog,,,,,,,,,,2015,December
767,5096848,vaccination,24-09-2018 10:29,dog,,,,,,,,,,2018,September
705,2312859,other_healthy,17-10-2016 13:18,cat,,,,,,,,,,2016,October
614,2807896,post_op,17-02-2017 13:36,dog,,,,['tumors'],['tumors'],,,,,2017,February
254,3603983,vaccination,09-11-2017 15:29,dog,,,,,,,,,,2017,November
3075,6383079,other_unwell,15-07-2019 14:28,dog,,,,,['infected 3cm lump At night chest'],,,,,2019,July
2066,78207,other_unwell,16-06-2014 15:15,cat,,,['Put'],,,,,['Put'],,2014,June
2749,5650607,vaccination,26-01-2019 10:25,cat,,,,,,,,,,2019,January
1315,3903455,post_op,21-11-2017 10:59,cat,,,['Creatine'],,,,,,,2017,November
1484,1300345,vaccination,03-09-2016 09:44,cat,,,['trica'],['Feline leukemia virus 5FZV01'],['Feline leukemia virus 5FZV01'],"['Nobivac tricat', 'Feline leukemia virus vaccine']",tricat felv,['Intranasal 4 week'],,2016,September
45,2863082,other_healthy,03-03-2017 15:46,cat,,,,,['anal sac - right'],,,,,2017,March
664,2450321,vaccination,17-11-2016 10:16,dog,['L4/KC A054A01/a077C01'],['L4/KC A054A01/a077C01'],['L4/KC A054A01/a077C01'],,,,,,,2016,November
2281,6792085,gastroenteric,10-10-2019 11:22,dog,,,,,,,,,,2019,October
1453,6593457,other_healthy,27-08-2019 14:28,cat,,,,['Club'],"['Club', 'healer']",,,,,2019,August
1712,2266982,vaccination,10-06-2016 16:34,dog,,,,,,,,,,2016,June
544,3275873,vaccination,21-06-2017 19:14,dog,,,,['Fatty lumps'],['Fatty lumps'],,,,,2017,June
2794,2441764,other_healthy,15-11-2016 14:27,dog,,,,,,,,,,2016,November
1007,2275056,other_unwell,10-08-2016 08:29,cat,,,,,,,,,,2016,August
3030,439255,vaccination,06-11-2015 11:08,dog,,,,['snoring'],['snoring'],,,,,2015,November
2685,712365,trauma,16-10-2015 11:58,dog,,,,['pain'],['pain'],,,,,2015,October
2758,3257381,other_healthy,16-06-2017 15:06,dog,,,['wailaki'],,,,,,,2017,June
1504,2065151,other_healthy,23-08-2016 17:20,dog,,,,,,,,,,2016,August
1143,2964849,vaccination,30-03-2017 10:18,dog,['Nobivaclepto4'],['Nobivaclepto4'],['Nobivaclepto4'],,,['Nobivaclepto4'],l4,['Intranasal 4 week'],,2017,March
1067,101649,vaccination,07-04-2014 14:47,dog,,,,['Cough'],['Cough'],['Kennel cough vaccine'],kc,,,2014,April
2931,4878938,vaccination,08-10-2018 08:58,cat,,,,['Throat abscess'],['Throat abscess'],,,['C/U'],,2018,October
1445,5755211,other_unwell,19-02-2019 17:53,dog,,,,,,,,['tablet'],,2019,February
1549,4432579,other_unwell,23-04-2018 14:33,dog,,,,,,,,,,2018,April
3341,2607626,vaccination,28-12-2016 16:33,dog,,,,,,,,,,2016,December
1054,3911403,other_unwell,23-11-2017 08:52,cat,,,"['12.2019', '02.2019', 'trica']",['Feline leukemia virus'],['Feline leukemia virus'],"['Nobivac tricat', 'Feline leukemia virus vaccine']",tricat felv,,,2017,November
2155,3140005,other_healthy,16-05-2017 15:52,dog,['Intranasal 1 week'],,,,,,,['Intranasal 1 week'],['Intranasal 1 week'],2017,May
165,2722336,other_unwell,27-01-2017 09:26,cat,,,,['Sepsis'],['Sepsis'],,,,,2017,January
582,5094491,vaccination,22-09-2018 12:13,cat,,,,,,,,,,2018,September
276,5447329,post_op,12-06-2018 15:58,dog,,,,,,,,,,2018,June
2266,2304336,vaccination,14-10-2016 15:15,cat,,,,,,,,['tablet'],,2016,October
396,2096212,vaccination,31-08-2016 12:23,dog,,,['Nobivaclepto4 A047A01'],,,['Nobivaclepto4'],l4,,,2016,August
1884,2257193,other_healthy,10-04-2016 17:39,cat,,,,,,,,,,2016,April
1063,1368602,other_healthy,23-03-2016 14:54,dog,,,['solan'],,,,,,,2016,March
1077,2032674,vaccination,16-08-2016 15:49,dog,,,,,,,,,,2016,August
4176,3775606,vaccination,20-10-2017 17:21,dog,,,,,,,,['Intranasal 4 works'],,2017,October
530,2191177,post_op,20-09-2016 18:06,dog,['Nonsteroidal antiinflammatory drugs'],,,,,,,['Nonsteroidal antiinflammatory drugs'],['Nonsteroidal antiinflammatory drugs'],2016,September
3967,3351621,vaccination,07-11-2017 10:02,dog,,,,['Cough'],['Cough'],"['Kennel cough vaccine', 'Nobivaclepto4']",kc l4,,,2017,November
4282,29573,other_unwell,25-04-2014 11:33,cat,,,,,,,,,,2014,April
776,4010154,vaccination,18-12-2017 16:09,unknown,,,,,,,,,,2017,December
3863,5051590,vaccination,13-09-2018 19:02,dog,,,,['Weight loss'],['Weight loss'],,,,,2018,September
4098,4093748,other_healthy,01-12-2018 09:35,dog,,,,,,,,,,2018,December
2133,5633548,other_healthy,22-01-2019 18:28,dog,,,,['Club'],['Club'],,,,,2019,January
1370,2260518,other_unwell,10-05-2016 14:16,cat,,,,,,,,,,2016,May
3536,6110215,vaccination,15-05-2019 12:46,dog,['Nobivaclepto4'],['Nobivaclepto4'],"['A519A01', 'A096E01', 'Nobivaclepto4']",['Cough'],['Cough'],"['Nobivaclepto4', 'Kennel cough vaccine']",l4 kc,,,2019,May
3523,1820353,post_op,07-01-2016 11:45,dog,,,,,,,,,,2016,January
1661,4713746,other_healthy,07-09-2018 10:30,rabbit,,,,,,,,,,2018,September
7,3333001,other_healthy,07-06-2017 10:07,dog,,,,,,,,,,2017,June
3117,6299164,other_healthy,27-06-2019 10:24,cat,,,,,,,,,,2019,June
1274,6711969,vaccination,21-09-2019 15:09,cat,['tartar'],,['tartar'],,,,,['tartar'],['tartar'],2019,September
192,2917655,post_op,17-03-2017 11:40,dog,,,,,,,,,,2017,March
2211,2762732,other_healthy,02-06-2017 18:14,unknown,,,,,,,,,,2017,June
458,2960025,other_healthy,29-03-2017 09:40,dog,,,,,,,,,,2017,March
1316,2268003,other_unwell,10-06-2016 17:47,dog,,,,['weight gain'],['weight gain'],,,,,2016,June
874,4425388,vaccination,20-04-2018 11:13,dog,"['Intranasal 2 week', 'nobivacdhp', 'Nobivaclepto4']","['nobivacdhp', 'Nobivaclepto4']","['nobivacdhp', 'Nobivaclepto4']",['Cough'],['Cough'],"['Nobivacdhp', 'Kennel cough vaccine', 'Nobivaclepto4']",dhp kc l4,['Intranasal 2 week'],['Intranasal 2 week'],2018,April
